ENVO:00002241	    leptosol	Leptosols are very shallow soils over continuous rock and soils that are extremely gravelly and/or stony. Leptosols are azonal soils and particularly common in mountainous regions.
ENVO:00002242	    lixisol	Lixisols are soils that have a higher clay content in the subsoil than in the topsoil as a result of pedogenetic processes (especially clay migration) leading to an argic subsoil horizon. Lixisols have a high base saturation and low-activity clays at certain depths.
ENVO:00002243	    histosol	Histosols comprise soils formed in organic material. These vary from soils developed in predominantly moss peat in boreal, arctic and subarctic regions, via moss peat, reeds/ sedge peat (fen) and forest peat in temperate regions to mangrove peat and swamp forest peat in the humid tropics. Histosols are found at all altitudes, but the vast majority occurs in lowlands.
ENVO:00002244	    gleysol	Gleysols are wetland soils that, unless drained, are saturated with groundwater for long enough periods to develop a characteristic gleyic colour pattern. This pattern is essentially made up of reddish, brownish or yellowish colours at ped surfaces and/or in the upper soil layer or layers, in combination with greyish/bluish colours inside the peds and/or deeper in the soil.
ENVO:00002245	    gypsisol	Gypsisols are soils with substantial secondary accumulation of gypsum (calcium sulfate). These soils are found in the driest parts of the arid climate zone.
ENVO:00002246	    ferralsol	Ferralsols represent the classical, deeply weathered, red or yellow soils of the humid tropics. These soils have diffuse horizon boundaries, a clay assemblage dominated by low-activity clays (mainly kaolinite) and a high content of sesquioxides.
ENVO:00002247	    nitisol	Nitisols are deep, well-drained, red, tropical soils with diffuse horizon boundaries and a subsurface horizon with more than 30 percent clay and moderate to strong angular blocky structure elements that easily fall apart into characteristic shiny, polyhedric (nutty) elements. Weathering is relatively advanced but Nitisols are far more productive than most other red, tropical soils.
ENVO:00002248	    luvisol	Luvisols are soils that have a higher clay content in the subsoil than in the topsoil as a result of pedogenetic processes (especially clay migration) leading to an argic subsoil horizon. Luvisols have high-activity clays throughout the argic horizon and a high base saturation at certain depths.
ENVO:00002249	    phaeozem	Phaeozems accommodate soils of relatively wet grassland and forest regions in moderately continental climates. Phaeozems are much like Chernozems and Kastanozems but are leached more intensively. Consequently, they have dark, humus rich surface horizons that, in comparison with Chernozems and Kastanozems, are less rich in bases. Phaeozems may or may not have secondary carbonates but have a high base saturation in the upper metre of the soil.
ENVO:00002250	    plinthosol	Plinthosols are soils with plinthite, petroplinthite or pisoliths. Plinthite is an Fe-rich (in some cases also Mn-rich), humus-poor mixture of kaolinitic clay (and other products of strong weathering such as gibbsite) with quartz and other constituents that changes irreversibly to a layer with hard nodules, a hardpan or irregular aggregates on exposure to repeated wetting and drying. Petroplinthite is a continuous, fractured or broken sheet of connected, strongly cemented to indurated nodules or mottles. Pisoliths are discrete strongly cemented to indurated nodules. Both petroplinthite and pisoliths develop from plinthite by hardening.
ENVO:00002251	    planosol	Planosols are soils with a light-coloured, surface horizon that shows signs of periodic water stagnation and abruptly overlies a dense, slowly permeable subsoil with significantly more clay than the surface horizon.
ENVO:00002252	    solonchak	Solonchaks are soils that have a high concentration of soluble salts at some time in the year. Solonchaks are largely confined to the arid and semi-arid climate zones and to coastal regions in all climates.
ENVO:00002253	    umbrisol	Umbrisols are soils in which organic matter has accumulated within the mineral surface soil (in most cases with low base saturation) to the extent that it significantly affects the behaviour and utilization of the soil.
ENVO:00002254	    vertisol	A soil in which there is a high content of expansive clay known as montmorillonite that forms deep cracks in drier seasons or years. Alternate shrinking and swelling causes self-mulching, where the soil material consistently mixes itself, causing vertisols to have an extremely deep A horizon and no B horizon.
ENVO:00002255	    solonetz	Solonetz are soils with a dense, strongly structured, clayey subsurface horizon that has a high proportion of adsorbed Na and/or Mg ions. Solonetz that contain free soda (Na2CO3) are strongly alkaline (field pH > 8.5).
ENVO:00002256	    regosol	Regosols form a taxonomic remnant group containing all soils that could not be accommodated in any of the other RSGs. In practice, Regosols are very weakly developed mineral soils in unconsolidated materials that do not have a mollic or umbric horizon, are not very shallow or very rich in gravels (Leptosols), sandy (Arenosols) or with fluvic materials (Fluvisols). Regosols are extensive in eroding lands, particularly in arid and semi-arid areas and in mountainous terrain.
ENVO:00002257	    podzol	Podzols are soils with a typically ash-grey upper subsurface horizon, bleached by loss of organic matter and iron oxides, on top of a dark accumulation horizon with brown, reddish or black illuviated humus and/or reddish Fe compounds. Podzols occur in humid areas in the boreal and temperate zones and locally also in the tropics.
ENVO:00002258	    loam	A soil composed of sand, silt, and clay in relatively even concentration (about 40-40-20% concentration respectively).
ENVO:00002259	    agricultural soil	agricultural soil
ENVO:00005740	        paddy field soil	paddy field soil
ENVO:00005759	            alluvial paddy field soil	alluvial paddy field soil
ENVO:00005776	            peaty paddy field soil	peaty paddy field soil
ENVO:00005788	        rubber plantation soil	rubber plantation soil
ENVO:00005789	        bluegrass field soil	Bluegrass field soil is a soil which is found in a field of Kentucky Bluegrass (Poa pratensis).
ENVO:00002260	    dune soil	dune soil
ENVO:00002261	    forest soil	A portion of soil which is found in a forested area.
ENVO:00005769	        mountain forest soil	mountain forest soil
ENVO:00005770	        beech forest soil	beech forest soil
ENVO:00005783	        leafy wood soil	leafy wood soil
ENVO:00005784	        spruce forest soil	spruce forest soil
ENVO:00005787	        eucalyptus forest soil	eucalyptus forest soil
ENVO:00002262	    clay soil	clay soil
ENVO:00002263	    garden soil	A portion of soil which is found in a garden.
ENVO:00005744	        allotment garden soil	Soil which is part of an allotment garden.
ENVO:00005779	        vegetable garden soil	vegetable garden soil
ENVO:00002273	    fluvisol	Fluvisols accommodate genetically young, azonal soils in alluvial deposits.
ENVO:00002274	    stagnosol	Stagnosols are soils with a perched water table showing redoximorphic features caused by surface water. Stagnosols are periodically wet and mottled in the topsoil and subsoil, with or without concretions and/or bleaching.
ENVO:00002275	    technosol	Technosols are soils whose properties and pedogenesis are dominated by their technical origin. They contain a significant amount of artefacts (something in the soil recognizably made or extracted from the earth by humans), or are sealed by technic hard rock (material created by humans, having properties unlike natural rock). They include soils from wastes (landfills, sludge, cinders, mine spoils and ashes), pavements with their underlying unconsolidated materials, soils with geomembranes and constructed soils in human-made materials.
ENVO:00002871	    alluvial soil	Soil which has been eroded and influenced by flowing water and redeposited in a non-marine setting.
ENVO:00005758	        alluvial swamp soil	A portion of alluvial soil which is part of a swamp ecosystem.
ENVO:00005759	        alluvial paddy field soil	alluvial paddy field soil
ENVO:00003082	    enriched soil	A portion of enriched soil is a portion of soil with elevated levels of some material entity.
ENVO:00002116	        contaminated soil	A portion of contaminated soil is a portion of soil with elevated levels of some contaminant.
ENVO:00002117	            creosote contaminated soil	Soil which has elevated concentrations of creosote.
ENVO:00002146	            xylene contaminated soil	Soil which has elevated concentrations of xylene.
ENVO:00002875	            oil contaminated soil	Soil which has elevated concentrations of oil.
ENVO:00003081	            metal contaminated soil	Soil which has elevated concentrations of metals.
ENVO:00002145	                chromate contaminated soil	Soil which has elevated concentrations of chromate.
ENVO:00005775	            salt contaminated soil	Soil which has elevated concentrations of sodium chloride.
ENVO:00003083	        sarcosine enriched soil	A portion of sarcosine enriched soil is a portion of soil with elevated levels of sarcosine.
ENVO:00003084	        trimethylamine enriched soil	A portion of trimethylamine enriched soil is a portion of soil with elevated levels of trimethylamine.
ENVO:00003085	        skatole enriched soil	A portion of skatole enriched soil is a portion of soil with elevated levels of skatole.
ENVO:00003086	        ethanol enriched soil	A portion of ethanol enriched soil is a portion of soil with elevated levels of ethanol.
ENVO:00003087	        acetamide enriched soil	A portion of acetamide enriched soil is a portion of soil with elevated levels of acetamide.
ENVO:00003088	        pantothenate enriched soil	A portion of pantothenate enriched soil is a portion of soil with elevated levels of pantothenate.
ENVO:00003089	        testosterone enriched soil	A portion of testosterone enriched soil is a portion of soil with elevated levels of testosterone.
ENVO:00003090	        kynurenate enriched soil	A portion of kynurenate enriched soil is a portion of soil with elevated levels of kynurenate.
ENVO:00003091	        threonine enriched soil	A portion of threonine enriched soil is a portion of soil with elevated levels of threonine.
ENVO:00003092	        salicylate enriched soil	A portion of salicylate enriched soil is a portion of soil with elevated levels of salicylate.
ENVO:00003093	        poly-beta-hydroxybutyrate enriched soil	A portion of poly-beta-hydroxybutyrate enriched soil is a portion of soil with elevated levels of poly-beta-hydroxybutyrate.
ENVO:00003094	        L-(+)-tartrate enriched soil	A portion of L-(+)-tartrate enriched soil is a portion of soil with elevated levels of L-(+)-tartrate.
ENVO:00003095	        quinate enriched soil	A portion of quinate enriched soil is a portion of soil with elevated levels of quinate.
ENVO:00003914	        chalk soil	chalk soil
ENVO:00005753	        urea enriched soil	A portion of urea enriched soil is a portion of soil with elevated levels of urea.
ENVO:00005757	        bacteria enriched soil	A portion of bacteria enriched soil is a portion of soil with elevated bacterial abundance.
ENVO:00005762	        chloropicrin enriched soil	A portion of chloropicrin enriched soil is a portion of soil with elevated levels of chloropicrin.
ENVO:00005763	        humus-rich acidic ash soil	humus-rich acidic ash soil
ENVO:01000427	        carbon nanotube enriched soil	A portion of carbon nanotube enriched soil is a portion of soil with elevated levels of carbon nanotubes.
ENVO:00005741	    alpine soil	alpine soil
ENVO:00005742	    arable soil	arable soil
ENVO:00005743	    roadside soil	A portion of soil which is found in a roadside area.
ENVO:00005747	    compost soil	compost soil
ENVO:00005765	        frozen compost soil	frozen compost soil
ENVO:00005748	    dry soil	Soil which has little to no water content and in which minerals and other soluble chemical entities have either bonded or become adsorbed to sold particles due to insufficient water availability.
ENVO:00005749	    farm soil	A portion of soil which is part of a cropland or a rangeland biome.
ENVO:00005750	    grassland soil	A portion of soil which is found in a grassland.
ENVO:00005746	        savanna soil	A portion of soil which is found in a savanna.
ENVO:00005773	        pasture soil	Soil which is found in a pasture and in which vegetation, such as the grass used for the grazing of ungulates, grows.
ENVO:00005777	        steppe soil	A portion of soil which is found in a steppe.
ENVO:00005751	    jungle soil	Soil which is part of a densely forested area subject to tropical climate patterns.
ENVO:00005752	    sawah soil	sawah soil
ENVO:00005754	    fertilized soil	fertilized soil
ENVO:00005755	    field soil	field soil
ENVO:00005756	    lawn soil	lawn soil
ENVO:00005760	    burned soil	burned soil
ENVO:00005761	    meadow soil	meadow soil
ENVO:00005764	    pond soil	pond soil
ENVO:00005766	    limed soil	limed soil
ENVO:00005767	    manured soil	Soil which has, as a part, a portion of either fresh or processed animal manure.
ENVO:00005768	    orchid soil	Soil which has properties to which plants in the Family Orchidaceae have adapted, including increased levels of aeration and drainage.
ENVO:00005771	    muddy soil	Soil which is composed of a large proportion of mud, thus having properties resembling mud.
ENVO:00005772	    orchard soil	Soil in which trees from an orchard grow.
ENVO:00005774	    peat soil	peat soil
ENVO:00005778	    tropical soil	tropical soil
ENVO:00005780	    greenhouse soil	A portion of soil which is found in a greenhouse.
ENVO:00005781	    heat stressed soil	heat stressed soil
ENVO:00005782	    ornithogenic soil	Soil which is formed from avian fecal matter.
ENVO:00005785	    volcanic soil	volcanic soil
ENVO:00005786	    upland soil	upland soil
ENVO:00005790	    red soil	red soil
ENVO:00005802	    bulk soil	Soil that is not penetrated by the root systems of plants.
ENVO:01001185	    acidic soil	Soil which has increased levels of molecules or ions capable of donating a hydron (proton or hydrogen ion) to other chemical entities, or, alternatively, capable of forming covalent bonds with other chemicals via the acceptance of an electron pair, resulting in a bulk pH measurement of less than 7.
ENVO:01001397	    ultisol	A soil which has high mineral content and which contain no calcareous material, have less than 10% weatherable minerals its surface layer, and have less than 35% base saturation throughout its volume.
ENVO:00002234	        acrisol	Acrisols are soils that have a higher clay content in the subsoil than in the topsoil as a result of pedogenetic processes (especially clay migration) leading to an argic subsoil horizon. Acrisols have in certain depths a low base saturation and low-activity clays.
ENVO:01001526	    frozen soil	Soil which is below the freezing point of water.
ENVO:00005765	        frozen compost soil	frozen compost soil
ENVO:01001525	        hard-frozen soil	Frozen soil which is firmly cemented by water ice, is subject to brittle failure, and exhibits practically no consolidation under load.
ENVO:01001527	        plastic-frozen soil	Frozen soil which is cemented by water ice but has viscous properties due to its high, unfrozen water content and therefore will compress and deform under load.
ENVO:01001528	        friable-frozen soil	Frozen soil which has very low total water content and is not cemented by ice; its compressibility is the same as that of unfrozen soils having the same composition, total water content and density.
ENVO:02000059	    surface soil	A soil consisting of the upper layer of soil on the surface consisting of loose material capable of supporting life composed of a mixture of mineral and organic matter.
ENVO:00002007	sediment	Sediment is an environmental substance comprised of any particulate matter that can be transported by fluid flow and which eventually is deposited as a layer of solid particles on the bedor bottom of a body of water or other liquid.
ENVO:00000546	    lake sediment	Lake sediment is sediment which covers the bottom of a lake. Lake sediments are comprised mainly of clastic material (sediment of clay, silt, and sand sizes), organic debris, chemical precipitates, or combinations of these.
ENVO:00002147	        coal mine lake sediment	Coal mine lake sediment is lake sediment which covers the bottom of a coal mine lake.
ENVO:00002209	        saline lake sediment	Saline lake sediment is sediment which covers the bottom of a saline lake.
ENVO:00002045	    anaerobic sediment	Sediment characterised by the absence of oxygen.
ENVO:00002134	        anaerobic stream sediment	anaerobic stream sediment
ENVO:01000135	        nitrate-reducing sediment	Sediment hosting and characterised by active nitrate reducing microbial communities.
ENVO:01000151	        manganese-reducing sediment	Sediment hosting and characterised by active manganese reducing microbial communities.
ENVO:01000152	        iron-reducing sediment	Sediment hosting and characterised by active iron reducing microbial communities.
ENVO:01000153	        sulphate-reducing sediment	Sediment hosting and characterised by active sulphate reducing microbial communities.
ENVO:01000154	        carbon dioxide-reducing sediment	Sediment hosting and characterised by active carbon dioxide reducing microbial communities.
ENVO:00002114	    contaminated sediment	contaminated sediment
ENVO:00002154	        radioactive sediment	radioactive sediment
ENVO:00002155	            high-level radioactive sediment	high-level radioactive sediment
ENVO:00002202	        organically contaminated sediment	organically contaminated sediment
ENVO:00002180	            naphthalene contaminated sediment	naphthalene contaminated sediment
ENVO:00002115	                petroleum contaminated sediment	petroleum contaminated sediment
ENVO:00002182	            nitrobenzene contaminated sediment	nitrobenzene contaminated sediment
ENVO:00002201	            cis-dichloroethane contaminated sediment	cis-dichloroethane contaminated sediment
ENVO:00002203	        inorganically contaminated sediment	inorganically contaminated sediment
ENVO:00002127	    stream sediment	stream sediment
ENVO:00002134	        anaerobic stream sediment	anaerobic stream sediment
ENVO:00002179	    intertidal sediment	intertidal sediment
ENVO:01000070	    terrigenous sediment	Sediment comprised of weathered continental rocks, wind blown dust, volcanic ash or other terrestrial material.
ENVO:01000082	    biogenous sediment	Biogenous sediment is derived from living organisms, typically planktonic organisms possessing shells, frustules or coccoliths.
ENVO:02000044	        siliceous ooze	Siliceous ooze is a marine sediment composed of the debris of plankton with silica shells, such as diatoms and radiolaria. This ooze is limited to areas with high biological productivity, such as the polar oceans, and upwelling zones near the equator. The least common type of sediment, it covers only 15% of the ocean floor. It accumulates at a slower rate than calcareous ooze: 0.2-1 cm / 1000 yr.
ENVO:02000045	        red clay	Red clay, also known as pelagic clay, accumulates in the deepest and most remote areas of the ocean. Containing less than 30% biogenic material, its composition is a varied mix of very fine quartz and clay minerals, authigenic deposits precipitated directly from seawater, and micrometeorites. Though called "red" because it sometimes takes the color of oxidized iron minerals, it is usually brownish in color. Its ultimate origin is uncertain, but red clay seems to be mostly derived from distant rivers, and windblown dust. Covering 38% of the ocean floor, it accumulates more slowly than any other sediment type, at only 0.1-0.5 cm / 1000 yr.
ENVO:02000046	        calcareous ooze	Calcareous ooze is a marine sediment composed primarily of the shells--also known as tests--of foraminifera, coccolithophores, and pteropods. This is the most common pelagic sediment by area, covering 48% of the world ocean's floor. This type of ooze is limited to depths above the Carbonate Compensation Depth at time of burial. It accumulates more rapidly than any other pelagic sediment type, with a rate that varies from 0.3 - 5 cm / 1000 yr.
ENVO:01000110	    hydrogenous sediment	Hydrogenous sediment is derived from solutes that precipitate out of sea water by a variety of chemical reactions. These are typically less abundant than other sediment types.
ENVO:01000112	        polymetallic nodule	Polymetallic nodules, also called manganese nodules, are rock concretions on the sea bottom formed of concentric layers of iron and manganese hydroxides around a core. Nodules vary in size from tiny particles visible only under a microscope to large pellets more than 20 centimetres (8 in) across. However, most nodules are between 5 and 10 cm in diameter.
ENVO:01000111	    cosmogenous sediment	Cosmogenous sediment is derived from extraterrestrial dust and debris in the form of meteorites and similar entities.
ENVO:01000113	    suspended sediment	Suspended sediment, or suspended load, is the term for the particles settle  slowly enough to be carried in flowing water (such as a stream or coastal area) either without touching the bed or while only intermittently touching it. These particles are generally of the fine sand, silt and clay size, although larger particles may be carried as well depending on the intensity of the flow.
ENVO:01000114	    boulder sediment	Sediment characterised by an average particle diameter greater than 256 mm.
ENVO:01000115	    cobble sediment	Sediment characterised by an average particle diameter between 64 and 256 mm.
ENVO:01000116	    pebble sediment	Sediment characterised by an average particle diameter between 4 and 32 mm.
ENVO:01000117	    granular sediment	Sediment characterised by an average particle diameter between 2 and 4 mm.
ENVO:01000118	    sandy sediment	Sediment characterised by an average particle diameter between 62.5 micrometers and 2 mm.
ENVO:01000119	    silty sediment	Sediment characterised by an average particle diameter between 3.9 and 62.5 micrometers.
ENVO:01000120	    clay sediment	Sediment characterised by an average particle diameter between 1 and 3.9 micrometers.
ENVO:01000121	    colloidal sediment	Sediment characterised by an average particle diameter below 1 micrometer.
ENVO:01000131	    mesophilic sediment	Sediment characterised by a temperature of 15-45 degrees Celsius and high-to-low oxygenation. Often impacted by hydrothermal fluid flows.
ENVO:01000132	    thermophilic sediment	Sediment characterised by a temperature of 45-75 degrees Celsius and low to no oxygen content. Often impacted by hydrothermal fluid flows.
ENVO:01000133	    hyperthermophilic sediment	Sediment characterised by a temperature of 80-125 degrees Celsius and no oxygen content. Often impacted by hydrothermal fluid flows.
ENVO:01001028	    sediment permeated by freshwater	Sediment which has its porespace filled by water which has very low levels of sodium chloride and/or other salts.
ENVO:01001036	    sediment permeated by saline water	Sediment which has its porespace filled by water with increased levels of sodium chloride and other salts.
ENVO:01001203	    alluvial sediment	Sediment which has been transported by flowing water and redeposited in a non-marine setting.
ENVO:03000033	    marine sediment	Sediment which has been transported through the marine water column, settling on the seafloor.
ENVO:00002113	        deep marine sediment	Sediment that accumulates in the flat or very gently sloping areas of the deep ocean basin floor. The three main types of deep marine sediment, also known as pelagic sediment, are siliceous oozes, calcareous oozes, and red clays.
ENVO:03000034	        shallow marine sediment	Marine sediment soured from either terrestrial systems, marine organisms, seawater and or cosmogeneous sources, which is transported through the marine water column, and accumulates within shallow regions of the oceanic basin close to continents, such as the continental shelf, or continental slope.
ENVO:00002191	animal litter	Straw or other material strewn in an animal's enclosure (e.g. a stable) for it to sleep on and to absorb its faeces and urine.
ENVO:00002192	    poultry litter	poultry litter
ENVO:00003908	        poultry deep litter	poultry deep litter
ENVO:00002264	waste material	A material which is not the desired output of a process and which is typically the input of a process which removes it from its producer (e.g. a disposal process).
ENVO:00002001	    waste water	Water that has been adversely affected in quality by anthropogenic influence.
ENVO:00002018	        sewage	Wastewater that is contaminated with feces or urine,
ENVO:00002193	        pulp-bleaching waste water	pulp-bleaching waste water
ENVO:01000964	        industrial wastewater	Wastewater which is produced by industrial activity and which contains chemical contaminants other than those associated with urine and fecal matter.
ENVO:00002267	    industrial waste material	Industrial wastes are liquid, solid and gaseous wastes originating from the manufacture of specific products.
ENVO:00002206	        coal mine waste material	coal mine waste material
ENVO:00002207	            self-heating coal mine waste material	self-heating coal mine waste material
ENVO:00002872	    bagasse	The biomass remaining after sugarcane stalks are crushed to extract their juice.
ENVO:01000371	    agricultural waste material	Agricultural waste is waste produced as a result of various agricultural operations. It includes manure and other wastes from farms, poultry houses and slaughterhouses; harvest waste; fertilizer run- off from fields; pesticides that enter into water, air or soils; and salt and silt drained from fields.
ENVO:00002266	        chicken breeding waste material	chicken breeding waste material
ENVO:01000372	    household waste material	Household waste refers to waste material usually generated in the residential environment. Waste with similar characteristics may be generated in other economic activities and can thus be treated and disposed of together with household waste.
ENVO:01000373	    biological waste material	Biological waste is waste containing mostly natural organic materials (remains of plants, animal excrement, biological sludge from waste-water treatment plants and so forth).
ENVO:00002873	        organic waste material	organic waste material
ENVO:00002276	            animal waste material	animal waste material
ENVO:02000022	    excreta material	A bodily fluid material which is composed primarily of excreta, bodily fluids consisting of matter which contains the waste products of biological processes, including urine or feces, discharged from an organism's body.
ENVO:00002003	        fecal material	An excreta material which is composed primarily of feces, an excreta consisting of waste products expelled from an animal's digestive tract through the anus (or cloaca) during defecation.
ENVO:00002047	        urine material	An excreta material which is composed primarily of urine, a liquid excreta containing water and waste products made by the kidneys, stored in the bladder, and leaves the body through the urethra.
ENVO:02000025	        sweat material	An excreta material which is composed primarily of sweat, an excreta consisting primarily of water as well as a smaller amount of sodium chloride that is excreted by the sweat glands in the skin of mammals.
ENVO:00002982	clay	A group of hydrous aluminium phyllosilicate (phyllosilicates being a subgroup of silicate minerals) minerals (see clay minerals), that are typically less than 2 micrometres in diameter. Clay consists of a variety of phyllosilicate minerals rich in silicon and aluminium oxides and hydroxides which include variable amounts of structural water.
ENVO:01001396	    abyssal clay	Clay which is part of an abyssal plain.
ENVO:00003031	animal manure	animal manure
ENVO:00003032	    fresh animal manure	fresh animal manure
ENVO:00003859	    horse manure	horse manure
ENVO:00003860	    pig manure	Manure which is primarily composed of pig feces.
ENVO:00003884	    farmyard manure	farmyard manure
ENVO:00003927	    stable manure	stable manure
ENVO:01001116	    bovine dairy liquid manure	Manure which has been collected directly or indirectly from dairy cattle, as from flushing of manure from concrete feed lanes, free stalls, and milking facilities.
ENVO:01001117	    poultry manure	Manure which is composed primarily of the feces of poultry.
ENVO:01001118	    heat-treated animal manure	Manure which has been subjected to heat treatment for solidification and/or sterilization purposes.
ENVO:01001119	    composted animal manure	Manure which has been subjected to a natural process of 'rotting' or decomposition of its organic matter content by microorganisms under controlled conditions.
ENVO:02000084	    goat manure	goat manure
ENVO:00003930	scum	A layer of impurities that accumulates at the surface of a liquid (especially water or molten metal).
ENVO:00005794	    water scum	water scum
ENVO:00005738	foam	foam
ENVO:00005739	    sea foam	sea foam
ENVO:00010505	aerosol	Airborne solid particles (also called dust or particulate matter (PM)) or liquid droplets.
ENVO:01000838	    smoke	smoke
ENVO:01001088	    aerosolised liquids	An aerosol which has non-gaseous parts that are primarily composed of liquid droplets.
ENVO:01000844	        fog	A visible mass of cloud water droplets or ice crystals suspended in the air at or near a planetary surface.
ENVO:01000842	            smog	A fog which is intermixed with smoke or other combustion products and their derivatives.
ENVO:01001258	            vog	A fog which is composed of liquid aerosols and gases derived from volcanic gas emissions (primarily sulfur oxides), formed when sulfur-bearing gases react with sunlight, oxygen, and moisture in an atmosphere.
ENVO:01001458	        mist	A visible mass of water droplets or ice crystals suspended in the air at or near a planetary surface, formed when humid air cools rapidly.
ENVO:01001089	    aerosolised solids	An aerosol which has non-gaseous parts that are primarily composed of solid particles.
ENVO:01000405	        respirable suspended particulate matter	A portion of respirable suspended particulate matter is a form of particulate matter composed primarily of solid particles each with a diameter of 10 micrometers or less.
ENVO:01000415	            fine respirable suspended particulate matter	A portion of fine respirable suspended particulate matter is a form of particulate matter composed primarily of solid particles each with a diameter of 2.5 micrometers or less.
ENVO:01000416	                ultrafine respirable suspended particulate matter	A portion of fine respirable suspended particulate matter is a form of particulate matter composed primarily of solid particles each with a diameter of  100 nanometers or less.
ENVO:01001402	        haze	An aersolised mass of dust, smoke, or other dry particulates which scatters visible light thus obsscuring  visibility through an atmosphere.
ENVO:00010506	emulsion	A mixture of two immiscible (unblendable) substances. One substance (the dispersed phase) is dispersed in the other (the continuous phase).
ENVO:0010001	anthropogenic environmental material	Anthropogenic material in or on which organisms may live.
ENVO:00000003	    mine tailing	Mine tailings are the materials left over after the process of separating the valuable fraction from the uneconomic fraction (gangue) of an ore.
ENVO:00002044	    sludge	The residual semi-solid material left from domestic or industrial processes, or wastewater treatment processes.
ENVO:00002046	        activated sludge	activated sludge
ENVO:00002057	        raw primary sludge	raw primary sludge
ENVO:00002058	        secondary sludge	secondary sludge
ENVO:00002059	        biosolids	A treated form of sludge, sometimes used as a fertilizer in agriculture.
ENVO:00002129	        anaerobic sludge	anaerobic sludge
ENVO:00003965	            anaerobic digester sludge	anaerobic digester sludge
ENVO:00002176	        contaminated sludge	contaminated sludge
ENVO:00002060	            oil sludge	A solid or gel in motor oil caused by the oil gelling or solidifying, usually at temperatures lower than 100deg C.
ENVO:00002177	            1,4-dioxane contaminated sludge	1,4-dioxane contaminated sludge
ENVO:00002212	        thermophilic granular sludge	thermophilic granular sludge
ENVO:00005796	        marine sludge	marine sludge
ENVO:00002870	    adobe	A natural building material mode from sand, clay, water, and some kind of fibrous or organic material (sticks, straw, and/or manure).
ENVO:00003076	    glue	Glue is any substance applied to the surfaces of materials that binds them together and resists separation.
ENVO:0010003	    agricultural environmental material	agricultural environmental material
ENVO:00002170	        compost	The aerobically decomposed remnants of organic materials.
ENVO:00002171	            hay compost	hay compost
ENVO:00003033	            mushroom compost	A compost which generally consists of a combination of wheat straw, dried blood, horse manure and ground chalk, composted together and is the residual compost waste generated by industrial mushroom production.
ENVO:00002869	        hay	Hay is grass, legumes or other herbaceous plants that have been cut, dried, and stored for use as animal fodder, particularly for grazing livestock such as cattle, horses, goats, and sheep.
ENVO:00003030	        silage	A fermented, high-moisture forage that can be fed to ruminants.
ENVO:00003071	            grass silage	grass silage
ENVO:00003900	                rye grass silage	rye grass silage
ENVO:00003978	            potato silage	potato silage
ENVO:00003869	        straw	An agricultural byproduct, the dry stalk of a cereal plant, after the nutrient grain or seed has been removed.
ENVO:00003870	            rice straw	rice straw
